Country,Action taken on climate change,Better transport and roads,Support for people who can't work,Access to clean water and sanitation,Better healthcare,A good education,A responsive government we can trust,Phone and internet access,Reliable energy at home,Affordable and nutritious food,Protecting forests rivers and oceans,Protection against crime and violence,Political freedoms,Freedom from discrimination and persecution,Equality between men and women,Better job opportunities
Madagascar,0.035369069,0.043936731,0.040421793,0.072825132,0.097100176,0.126427944,0.093255712,0.031634446,0.028339192,0.071616872,0.067113357,0.086994728,0.024494728,0.041190685,0.044595782,0.094683656
Tajikistan,0.029607251,0.054984894,0.044108761,0.068277946,0.101510574,0.12326284,0.105740181,0.03141994,0.056193353,0.051359517,0.036858006,0.070694864,0.04592145,0.049546828,0.043504532,0.087009063
Iraq,0.026574703,0.045947865,0.069986814,0.051627954,0.082868445,0.105487372,0.102038746,0.038543463,0.051222233,0.046860736,0.028806167,0.093924333,0.050917943,0.066943909,0.051323664,0.086925652
Hungary,0.067986348,0.023071672,0.032627986,0.077406143,0.085460751,0.10662116,0.083959044,0.022798635,0.039317406,0.071399317,0.079317406,0.075085324,0.051467577,0.066484642,0.045870307,0.07112628
Vanuatu,0.058333333,0.05,0.025,0.091666667,0.095833333,0.1375,0.075,0.025,0.020833333,0.066666667,0.045833333,0.0625,0.041666667,0.041666667,0.079166667,0.083333333
Kuwait,0.036124335,0.043965276,0.056566788,0.059367124,0.099411929,0.111173341,0.090450854,0.043685242,0.033884066,0.063847662,0.040884906,0.084570148,0.042845141,0.055446654,0.04816578,0.089610753
Maldives,0.034360395,0.043275056,0.043534707,0.052709019,0.11896313,0.123204085,0.088454215,0.057555825,0.025099533,0.058507876,0.028258612,0.092781721,0.035312446,0.043707807,0.043924182,0.110351393
Equatorial Guinea,0.037433155,0.037433155,0.058823529,0.090909091,0.085561497,0.139037433,0.085561497,0.053475936,0.037433155,0.085561497,0.042780749,0.053475936,0.026737968,0.058823529,0.048128342,0.058823529
Mexico,0.041288245,0.040902642,0.059101686,0.051519829,0.1003804,0.118140416,0.073291949,0.03572796,0.039122662,0.071417186,0.049782344,0.069063611,0.032272402,0.049434777,0.047675957,0.120877932
Tanzania (United Republic of),0.025883284,0.033771313,0.040200387,0.06791176,0.101199684,0.128831956,0.064949903,0.059412902,0.03113904,0.076674284,0.041382493,0.076709439,0.035159958,0.051775356,0.057044296,0.107953946
Serbia,0.031838131,0.042624414,0.058915421,0.04359146,0.109276203,0.114929703,0.103325151,0.025663914,0.030052816,0.057873986,0.058320315,0.092762032,0.031689355,0.048575467,0.035483151,0.11507848
Haiti,0.024863407,0.059962653,0.074936026,0.063489868,0.122311363,0.14077737,0.068365724,0.033854347,0.029255135,0.083200775,0.041254582,0.061103811,0.023480185,0.034165572,0.031641192,0.10733799
Yemen,0.017547989,0.039539771,0.0629843,0.066139492,0.07611101,0.102728741,0.100804844,0.058875756,0.039316272,0.087254877,0.022170254,0.073096631,0.041390806,0.050689779,0.05695759,0.104391889
Rwanda,0.02364134,0.040328683,0.050129544,0.066363976,0.083990897,0.097316578,0.059995105,0.067444209,0.052467234,0.07715505,0.041498935,0.07620422,0.041355467,0.073289843,0.061635146,0.087183772
